tanggal,order_id,pelanggan_id,toko_id,produk_id,channel,qty,harga_satuan,diskon_pct,biaya_kirim
2024-06-10,ORD-2024-001347,P00041,T01,KS023,Toko,1,13410000,18.4,
2024-06-10,ORD-2024-001348,P01073,T07,DK033,Marketplace,1,220000,0.0,330000
2024-06-10,ORD-2024-001354,P00988,T11,MJ040,Marketplace,1,4110000,12.7,330000
2024-06-10,ORD-2024-001354,P00988,T11,SF010,Marketplace,1,18330000,10.9,270000
2024-06-10,ORD-2024-001366,P02959,T13,KR016,Online,1,3780000,8.4,100000
2024-06-10,ORD-2024-001386,P03319,T05,MJ045,Toko,1,2740000,0.0,330000
2024-06-10,ORD-2024-001386,P03319,T05,MJ043,Toko,1,4010000,0.0,450000
2024-06-10,ORD-2024-001425,P00243,T08,KR003,Toko,1,1440000,18.7,
2024-06-10,ORD-2024-001437,P02788,T05,KR009,Marketplace,1,3260000,12.6,90000
2024-06-10,ORD-2024-001451,P01755,T03,DK043,Marketplace,2,760000,18.0,530000
2024-06-10,ORD-2024-001462,P02483,T07,MJ030,Toko,1,2670000,12.0,
2024-06-10,ORD-2024-001492,P02124,T13,DK003,Online,1,420000,0.0,570000
2024-06-10,ORD-2024-001515,P03014,T01,MJ018,Toko,1,3700000,12.1,290000
2024-06-10,ORD-2024-001519,P01462,T08,MJ001,Toko,1,2940000,8.0,
2024-06-10,ORD-2024-001552,P01929,T06,PC003,Toko,1,1200000,9.6,
2024-06-10,ORD-2024-001552,P01929,T06,DK011,Toko,2,2070000,0.0,
2024-06-10,ORD-2024-001564,P03433,T13,PC003,Online,1,1200000,10.3,250000
2024-06-11,ORD-2024-001353,P02966,T03,KR026,Toko,2,2860000,2.2,
2024-06-11,ORD-2024-001394,P01542,T13,KR007,Online,2,1690000,11.6,590000
2024-06-11,ORD-2024-001550,P02647,T13,KR012,Online,2,2460000,0.0,430000
2024-06-11,ORD-2024-001582,P00034,T08,PC005,Toko,3,660000,0.0,
2024-06-11,ORD-2024-001606,P00332,T13,PC010,Online,1,1240000,10.6,580000
2024-06-12,ORD-2024-001346,P03078,T01,SF033,Marketplace,1,9380000,15.5,70000
2024-06-12,ORD-2024-001349,P00486,T13,SF012,Online,1,7980000,12.5,520000
2024-06-12,ORD-2024-001349,P00486,T13,DK020,Online,1,690000,13.3,270000
2024-06-12,ORD-2024-001349,P00486,T13,MJ003,Online,1,2060000,10.6,360000
2024-06-12,ORD-2024-001361,P00411,T13,PC025,Online,1,1800000,9.4,430000
2024-06-12,ORD-2024-001377,P01716,T02,DK042,Marketplace,1,1280000,0.0,500000
2024-06-12,ORD-2024-001378,P01660,T13,PD016,Online,1,1080000,7.1,240000
2024-06-12,ORD-2024-001380,P02096,T09,PD006,Marketplace,1,970000,8.3,450000
2024-06-12,ORD-2024-001449,P00829,T01,MJ032,Toko,1,5400000,10.6,
2024-06-12,ORD-2024-001461,,T09,KR013,Toko,1,3330000,3.9,
2024-06-12,ORD-2024-001464,P01035,T13,PC007,Online,1,1510000,13.3,430000
2024-06-12,ORD-2024-001473,P01316,T03,DK020,Marketplace,1,690000,7.8,290000
2024-06-12,ORD-2024-001473,P01316,T03,DK008,Marketplace,3,910000,13.3,520000
2024-06-12,ORD-2024-001479,P02509,T05,KR038,Marketplace,1,2240000,9.9,420000
2024-06-12,ORD-2024-001548,P00174,T01,SF021,Toko,1,9200000,8.4,
2024-06-12,ORD-2024-001563,P02602,T13,DK018,Online,2,1000000,8.1,370000
2024-06-12,ORD-2024-001563,P02602,T13,KR027,Online,2,1770000,11.0,210000
2024-06-12,ORD-2024-001566,P02216,T13,PC029,Online,1,1900000,5.4,180000
2024-06-12,ORD-2024-001566,P02216,T13,PC010,Online,2,1240000,5.7,500000
2024-06-12,ORD-2024-001618,P01808,T01,DK022,Toko,1,550000,11.0,
2024-06-13,ORD-2024-001368,P03259,T13,DK025,Online,1,660000,5.4,230000
2024-06-13,ORD-2024-001393,P01908,T09,DK025,Toko,2,660000,13.2,
2024-06-13,ORD-2024-001413,P00377,T08,PD012,Toko,1,1500000,8.4,
2024-06-13,ORD-2024-001413,P00377,T08,DK036,Toko,3,510000,10.2,
2024-06-13,ORD-2024-001454,P03361,T03,PD020,Marketplace,2,920000,0.0,150000
2024-06-13,ORD-2024-001466,P02892,T05,PD018,Marketplace,1,530000,10.8,50000
2024-06-13,ORD-2024-001477,P00673,T01,KR003,Toko,4,1440000,10.3,220000
2024-06-13,ORD-2024-001504,P02737,T06,DK031,Toko,1,800000,0.0,
2024-06-13,ORD-2024-001506,P03390,T09,PC001,Toko,1,1430000,17.2,
2024-06-14,ORD-2024-001383,P02023,T13,KR008,Online,1,2800000,11.9,480000
2024-06-14,ORD-2024-001414,,T01,MJ021,Toko,1,2560000,10.5,
2024-06-14,ORD-2024-001416,P00596,T13,PC023,Online,3,1920000,11.1,120000
2024-06-14,ORD-2024-001478,P03234,T13,MJ001,Online,1,2940000,0.0,100000
2024-06-14,ORD-2024-001485,P01622,T09,DK042,Toko,1,1280000,17.6,
2024-06-14,ORD-2024-001575,P03047,T13,DK006,Online,2,2070000,7.0,490000
2024-06-14,ORD-2024-001592,P02507,T13,KR014,Online,1,3530000,0.0,510000
2024-06-14,ORD-2024-001593,P01783,T07,KR003,Marketplace,2,1440000,7.8,210000
2024-06-14,ORD-2024-001593,P01783,T07,KS034,Marketplace,1,6400000,14.1,410000
2024-06-14,ORD-2024-001593,P01783,T07,MJ014,Marketplace,1,4970000,8.7,250000
2024-06-14,ORD-2024-001593,P01783,T07,DK038,Marketplace,2,530000,5.9,110000
2024-06-14,ORD-2024-001623,P00248,T13,KR028,Online,2,1780000,16.1,80000
2024-06-15,ORD-2024-001388,P02292,T02,MJ005,Toko,4,4030000,5.3,
2024-06-15,ORD-2024-001401,P00540,T13,PD007,Online,2,770000,8.0,80000
2024-06-15,ORD-2024-001412,P01437,T11,SF041,Toko,1,7920000,8.1,
2024-06-15,ORD-2024-001434,P02829,T02,KR001,Toko,2,3260000,11.0,
2024-06-15,ORD-2024-001455,P02203,T06,DK042,Toko,1,1280000,0.0,
2024-06-15,ORD-2024-001455,P02203,T06,PD004,Toko,1,1050000,15.3,
2024-06-15,ORD-2024-001455,P02203,T06,MJ041,Toko,1,2240000,0.0,
2024-06-15,ORD-2024-001474,P03306,T13,KS008,Online,1,5690000,13.8,460000
2024-06-15,ORD-2024-001476,P01595,T13,MJ046,Online,1,2600000,8.2,50000
2024-06-15,ORD-2024-001516,P03042,T13,DK023,Online,1,770000,0.0,290000
2024-06-15,ORD-2024-001524,P00993,T02,PC009,Toko,1,1490000,9.7,
2024-06-15,ORD-2024-001585,P01518,T09,LM013,Toko,1,3180000,5.9,
2024-06-15,ORD-2024-001610,P00645,T07,PD005,Toko,1,390000,0.0,
2024-06-15,ORD-2024-001611,P02719,T01,LM001,Marketplace,1,6680000,0.0,360000
2024-06-15,ORD-2024-001611,P02719,T01,KS023,Marketplace,4,13410000,16.7,270000
2024-06-15,ORD-2024-001611,P02719,T01,DK029,Marketplace,3,500000,10.8,
2024-06-15,ORD-2024-001611,P02719,T01,SF009,Marketplace,1,11780000,8.6,350000
2024-06-16,ORD-2024-001390,P01324,T05,PD001,Toko,2,1710000,14.0,
2024-06-16,ORD-2024-001399,P01819,T12,DK035,Toko,1,400000,8.4,
2024-06-16,ORD-2024-001407,P03149,T13,SF019,Online,1,8050000,11.4,210000
2024-06-16,ORD-2024-001438,P02192,T13,MJ011,Online,1,6920000,0.0,
2024-06-16,ORD-2024-001440,P01406,T07,MJ005,Toko,1,4030000,5.5,
2024-06-16,ORD-2024-001441,P01741,T13,DK014,Online,1,890000,12.0,
2024-06-16,ORD-2024-001458,P00472,T13,PC017,Online,1,1720000,10.6,210000
2024-06-16,ORD-2024-001555,P01163,T09,KR005,Toko,1,3610000,6.6,
2024-06-16,ORD-2024-001556,P01635,T06,PD002,Toko,1,1150000,12.1,400000
2024-06-17,ORD-2024-001410,P02402,T13,DK012,Online,2,960000,8.2,250000
2024-06-17,ORD-2024-001415,P03138,T13,PC012,Online,1,1870000,8.6,160000
2024-06-17,ORD-2024-001419,P01510,T13,KS018,Online,1,7410000,0.0,210000
2024-06-17,ORD-2024-001484,P02034,T13,MJ027,Online,1,3790000,11.4,230000
2024-06-17,ORD-2024-001496,P02916,T13,SF006,Online,1,4230000,12.6,320000
2024-06-17,ORD-2024-001497,P01213,T13,DK023,Online,1,770000,15.4,200000
2024-06-17,ORD-2024-001531,P02416,T02,LM021,Marketplace,1,7550000,12.9,190000
2024-06-17,ORD-2024-001531,P02416,T02,DK009,Marketplace,1,990000,6.1,360000
2024-06-17,ORD-2024-001543,P02160,T05,MJ027,Toko,2,3790000,12.6,
2024-06-17,ORD-2024-001543,P02160,T05,DK022,Toko,1,550000,9.7,
2024-06-17,ORD-2024-001543,P02160,T05,KR006,Toko,1,3040000,9.8,
2024-06-17,ORD-2024-001549,P03263,T07,DK044,Toko,1,1380000,8.8,
2024-06-17,ORD-2024-001549,P03263,T07,PD015,Toko,1,750000,11.0,
2024-06-17,ORD-2024-001572,P01009,T13,DK020,Online,1,690000,0.0,280000
2024-06-17,ORD-2024-001576,P00617,T02,DK023,Toko,2,770000,0.0,
2024-06-17,ORD-2024-001576,P00617,T02,MJ024,Toko,2,3010000,9.1,
2024-06-17,ORD-2024-001584,P00025,T13,KR038,Online,1,2240000,9.8,140000
2024-06-17,ORD-2024-001600,P00914,T13,PC015,Online,1,1320000,7.2,360000
2024-06-18,ORD-2024-001370,P00134,T06,MJ021,Toko,2,2560000,6.0,
2024-06-18,ORD-2024-001397,P00496,T01,PC008,Toko,1,1830000,3.4,
2024-06-18,ORD-2024-001482,P00284,T13,KR038,Online,1,2240000,0.0,80000
2024-06-18,ORD-2024-001501,P02522,T13,SF020,Online,2,9700000,10.0,320000
2024-06-18,ORD-2024-001553,P00229,T13,PC024,Online,1,850000,7.4,440000
2024-06-18,ORD-2024-001557,P01177,T08,KR030,Toko,1,3050000,7.8,
2024-06-18,ORD-2024-001557,P01177,T08,MJ017,Toko,1,3280000,5.3,
2024-06-18,ORD-2024-001557,P01177,T08,PC025,Toko,3,1800000,17.5,
2024-06-18,ORD-2024-001557,P01177,T08,KR047,Toko,1,4470000,9.3,
2024-06-19,ORD-2024-001360,P00462,T05,DK002,Toko,1,490000,12.5,
2024-06-19,ORD-2024-001391,P00674,T09,MJ029,Toko,1,2890000,7.7,
2024-06-19,ORD-2024-001417,P01858,T03,PC003,Toko,2,1200000,8.4,100000
2024-06-19,ORD-2024-001423,P01953,T13,SF041,Online,1,7920000,10.0,130000
2024-06-19,ORD-2024-001427,P00653,T13,PD002,Online,4,1150000,7.6,380000
2024-06-19,ORD-2024-001427,P00653,T13,MJ027,Online,1,3790000,11.6,310000
2024-06-19,ORD-2024-001427,P00653,T13,DK001,Online,2,530000,7.2,130000
2024-06-19,ORD-2024-001428,,T12,DK004,Toko,2,1240000,17.3,
2024-06-19,ORD-2024-001491,P01990,T13,LM023,Online,2,8770000,0.0,580000
2024-06-19,ORD-2024-001554,P03230,T13,PC015,Online,1,1320000,4.0,250000
2024-06-19,ORD-2024-001577,P01447,T03,KR035,Marketplace,1,1760000,4.0,120000
2024-06-19,ORD-2024-001596,P02060,T13,LM026,Online,1,5250000,14.7,150000
2024-06-19,ORD-2024-001597,P00338,T13,SF024,Online,1,3520000,16.6,210000
2024-06-19,ORD-2024-001597,P00338,T13,KS003,Online,1,12030000,7.2,250000
2024-06-19,ORD-2024-001597,P00338,T13,SF021,Online,1,9200000,0.0,490000
2024-06-19,ORD-2024-001608,P00985,T13,DK038,Online,1,530000,0.0,430000
2024-06-19,ORD-2024-001608,P00985,T13,DK044,Online,1,1380000,3.2,340000
2024-06-19,ORD-2024-001612,,T10,SF017,Toko,2,8850000,14.0,
2024-06-19,ORD-2024-001612,,T10,DK037,Toko,3,540000,0.0,
2024-06-19,ORD-2024-001625,P00397,T08,DK029,Toko,1,500000,8.3,
2024-06-20,ORD-2024-001359,P02257,T13,DK001,Online,2,530000,0.0,590000
2024-06-20,ORD-2024-001359,P02257,T13,DK030,Online,4,930000,14.2,580000
2024-06-20,ORD-2024-001382,P00913,T01,PC024,Toko,1,850000,11.9,
2024-06-20,ORD-2024-001402,P00927,T06,KR036,Toko,1,2360000,8.5,
2024-06-20,ORD-2024-001424,P01872,T13,LM013,Online,1,3180000,0.0,350000
2024-06-20,ORD-2024-001475,P00444,T09,PD016,Toko,1,1080000,14.8,210000
2024-06-20,ORD-2024-001562,P01788,T13,PD008,Online,3,970000,1.3,
2024-06-21,ORD-2024-001369,,T05,MJ018,Toko,1,3700000,9.3,
2024-06-21,ORD-2024-001430,P03024,T13,PC024,Online,1,850000,19.0,530000
2024-06-21,ORD-2024-001445,P00818,T12,SF012,Marketplace,2,7980000,6.1,510000
2024-06-21,ORD-2024-001487,P01721,T08,DK043,Toko,1,760000,0.0,
2024-06-21,ORD-2024-001509,P00424,T02,PC005,Toko,1,660000,0.0,
2024-06-21,ORD-2024-001527,P01175,T13,DK022,Online,2,550000,0.0,170000
2024-06-21,ORD-2024-001538,,T10,PC030,Toko,2,1220000,16.5,
2024-06-21,ORD-2024-001540,P03437,T13,DK028,Online,3,730000,15.2,230000
2024-06-21,ORD-2024-001580,P02892,T13,KR007,Online,1,1690000,8.7,560000
2024-06-21,ORD-2024-001587,P01601,T09,MJ017,Toko,1,3280000,10.2,
2024-06-21,ORD-2024-001587,P01601,T09,PD009,Toko,1,840000,17.8,
2024-06-21,ORD-2024-001601,P01191,T07,DK034,Toko,1,830000,0.0,
2024-06-21,ORD-2024-001627,P03336,T05,SF018,Toko,1,10500000,0.0,
2024-06-21,ORD-2024-001627,P03336,T05,DK025,Toko,4,660000,3.8,
2024-06-22,ORD-2024-001387,P01144,T13,DK040,Online,1,1260000,14.2,350000
2024-06-22,ORD-2024-001389,P01928,T13,PC026,Online,1,860000,0.0,300000
2024-06-22,ORD-2024-001444,P02708,T12,LM040,Toko,1,9610000,19.9,
2024-06-22,ORD-2024-001493,P01577,T13,LM038,Online,1,5010000,9.3,340000
2024-06-22,ORD-2024-001523,P02304,T01,MJ002,Toko,1,3330000,1.4,
2024-06-22,ORD-2024-001530,P02344,T08,PD020,Toko,2,920000,0.0,280000
2024-06-22,ORD-2024-001547,P03060,T13,KR031,Online,2,2350000,0.0,390000
2024-06-22,ORD-2024-001547,P03060,T13,DK036,Online,2,510000,20.2,560000
2024-06-22,ORD-2024-001589,P02579,T13,DK003,Online,1,420000,6.2,
2024-06-22,ORD-2024-001589,P02579,T13,KR007,Online,1,1690000,7.9,250000
2024-06-22,ORD-2024-001590,P01217,T13,SF023,Online,1,7750000,16.8,560000
2024-06-23,ORD-2024-001372,P03041,T02,PD015,Toko,1,750000,18.8,
2024-06-23,ORD-2024-001404,P02096,T13,KR043,Online,1,5270000,0.0,90000
2024-06-23,ORD-2024-001420,P00811,T13,SF021,Online,1,9200000,7.7,
2024-06-23,ORD-2024-001420,P00811,T13,PC001,Online,1,1430000,11.4,150000
2024-06-23,ORD-2024-001514,P02037,T13,PC007,Online,1,1510000,10.7,490000
2024-06-23,ORD-2024-001517,P00437,T04,PD023,Toko,1,1090000,2.6,
2024-06-23,ORD-2024-001520,P02375,T13,KR028,Online,2,1780000,0.1,100000
2024-06-23,ORD-2024-001520,P02375,T13,DK004,Online,1,1240000,10.3,550000
2024-06-23,ORD-2024-001561,P01151,T02,LM038,Marketplace,1,5010000,11.9,190000
2024-06-23,ORD-2024-001561,P01151,T02,KR003,Marketplace,1,1440000,17.9,150000
2024-06-23,ORD-2024-001594,P02268,T13,DK023,Online,2,770000,10.1,310000
2024-06-23,ORD-2024-001594,P02268,T13,KR039,Online,2,2460000,18.5,70000
2024-06-23,ORD-2024-001613,P03160,T10,PC030,Toko,1,1220000,14.4,
2024-06-23,ORD-2024-001613,P03160,T10,KR009,Toko,1,3260000,0.0,
2024-06-24,ORD-2024-001365,P01349,T01,PC003,Toko,1,1200000,16.6,
2024-06-24,ORD-2024-001381,P02960,T13,PD010,Online,2,450000,0.0,500000
2024-06-24,ORD-2024-001403,P00767,T13,MJ016,Online,1,7350000,2.4,480000
2024-06-24,ORD-2024-001499,P00373,T13,SF039,Online,1,6120000,8.5,560000
2024-06-24,ORD-2024-001546,P02653,T12,PD011,Marketplace,1,750000,12.8,440000
2024-06-24,ORD-2024-001546,P02653,T12,PC005,Marketplace,1,660000,4.6,500000
2024-06-24,ORD-2024-001598,P00029,T13,MJ027,Online,1,3790000,6.2,540000
2024-06-25,ORD-2024-001352,P03443,T10,PD007,Toko,1,770000,7.4,
2024-06-25,ORD-2024-001358,P00488,T03,KR033,Toko,2,3030000,0.0,
2024-06-25,ORD-2024-001398,P01397,T13,LM033,Online,1,6100000,0.0,240000
2024-06-25,ORD-2024-001421,P03226,T13,KR036,Online,2,2360000,19.0,370000
2024-06-25,ORD-2024-001490,P02195,T13,DK006,Online,1,2070000,9.6,320000
2024-06-25,ORD-2024-001508,P02533,T07,KR046,Toko,1,1210000,15.3,
2024-06-25,ORD-2024-001510,P00410,T13,DK003,Online,1,420000,17.7,110000
2024-06-25,ORD-2024-001510,P00410,T13,MJ019,Online,1,6140000,0.0,520000
2024-06-25,ORD-2024-001545,P01555,T05,LM007,Marketplace,1,4350000,0.0,570000
2024-06-25,ORD-2024-001569,P00897,T07,MJ041,Toko,2,2240000,15.0,
2024-06-25,ORD-2024-001569,P00897,T07,KS016,Toko,1,26320000,9.4,
2024-06-25,ORD-2024-001622,P01150,T11,DK035,Toko,1,400000,10.1,
2024-06-25,ORD-2024-001622,P01150,T11,PD005,Toko,1,390000,16.2,
2024-06-26,ORD-2024-001363,P03069,T13,PD005,Online,1,390000,13.7,430000
2024-06-26,ORD-2024-001374,P01314,T11,MJ017,Toko,1,3280000,12.5,
2024-06-26,ORD-2024-001374,P01314,T11,KR027,Toko,3,1770000,10.1,
2024-06-26,ORD-2024-001374,P01314,T11,MJ015,Toko,3,2920000,6.6,180000
2024-06-26,ORD-2024-001431,P02485,T05,PC031,Toko,1,1660000,0.0,420000
2024-06-26,ORD-2024-001433,P01618,T11,SF003,Toko,1,12490000,0.0,
2024-06-26,ORD-2024-001459,P02583,T06,KR004,Marketplace,1,1790000,12.8,370000
2024-06-26,ORD-2024-001465,P00410,T05,MJ007,Toko,1,5590000,0.0,
2024-06-26,ORD-2024-001488,P01055,T07,DK043,Toko,1,760000,0.0,420000
2024-06-26,ORD-2024-001507,P01703,T09,DK021,Toko,1,1010000,18.8,
2024-06-26,ORD-2024-001528,,T01,LM037,Toko,1,3800000,0.0,
2024-06-26,ORD-2024-001558,P00213,T07,MJ040,Toko,1,4110000,7.1,
2024-06-26,ORD-2024-001609,P03032,T13,PD004,Online,3,1050000,9.7,590000
2024-06-26,ORD-2024-001615,P00659,T13,DK003,Online,1,420000,9.5,120000
2024-06-27,ORD-2024-001351,P00370,T13,PC029,Online,1,1900000,15.4,270000
2024-06-27,ORD-2024-001422,P00964,T09,SF003,Toko,2,12490000,16.6,
2024-06-27,ORD-2024-001439,P01414,T13,DK026,Online,1,1170000,8.1,110000
2024-06-27,ORD-2024-001450,P03017,T13,LM035,Online,2,11500000,11.9,280000
2024-06-27,ORD-2024-001469,P02587,T05,DK035,Toko,1,400000,13.9,
2024-06-27,ORD-2024-001522,P00341,T09,KR016,Marketplace,1,3780000,6.6,570000
2024-06-27,ORD-2024-001541,P03343,T13,PC005,Online,1,660000,5.1,300000
2024-06-27,ORD-2024-001588,P02205,T13,PC012,Online,1,1870000,8.7,
2024-06-27,ORD-2024-001603,P03250,T05,DK001,Toko,2,530000,16.3,
2024-06-27,ORD-2024-001603,P03250,T05,PC001,Toko,1,1430000,16.3,
2024-06-28,ORD-2024-001408,P00224,T13,PC008,Online,2,1830000,10.4,260000
2024-06-28,ORD-2024-001432,P00775,T01,LM035,Marketplace,1,11500000,4.7,170000
2024-06-28,ORD-2024-001436,P03280,T05,KR036,Toko,1,2360000,0.0,
2024-06-28,ORD-2024-001436,P03280,T05,MJ033,Toko,2,4180000,14.4,
2024-06-28,ORD-2024-001453,P02371,T13,DK036,Online,1,510000,0.0,540000
2024-06-28,ORD-2024-001483,P00385,T10,PC031,Toko,1,1660000,14.7,
2024-06-28,ORD-2024-001518,P02504,T13,KR011,Online,1,1570000,11.4,420000
2024-06-28,ORD-2024-001525,P03092,T03,KS031,Toko,1,4390000,8.0,
2024-06-28,ORD-2024-001525,P03092,T03,KR038,Toko,1,2240000,7.6,420000
2024-06-28,ORD-2024-001526,P00332,T13,KS012,Online,1,11030000,20.0,420000
2024-06-28,ORD-2024-001533,P00008,T03,DK013,Toko,1,1520000,11.4,410000
2024-06-28,ORD-2024-001559,P00992,T13,LM018,Online,1,22510000,4.6,580000
2024-06-28,ORD-2024-001568,P00981,T06,PC005,Toko,2,660000,10.3,
2024-06-28,ORD-2024-001568,P00981,T06,PC032,Toko,1,470000,12.3,
2024-06-28,ORD-2024-001573,P02732,T01,KR041,Marketplace,1,1620000,6.1,440000
2024-06-28,ORD-2024-001591,P01177,T04,MJ021,Marketplace,1,2560000,5.1,560000
2024-06-28,ORD-2024-001599,P02305,T05,DK013,Toko,1,1520000,0.0,
2024-06-29,ORD-2024-001356,P00545,T07,KS033,Toko,2,13600000,14.2,
2024-06-29,ORD-2024-001362,P00681,T05,KR034,Toko,2,2350000,14.4,
2024-06-29,ORD-2024-001362,P00681,T05,PD019,Toko,1,1260000,14.3,410000
2024-06-29,ORD-2024-001362,P00681,T05,PD004,Toko,1,1050000,0.0,
2024-06-29,ORD-2024-001364,P00501,T01,DK004,Toko,1,1240000,5.5,110000
2024-06-29,ORD-2024-001442,P00138,T13,DK020,Online,2,690000,13.9,230000
2024-06-29,ORD-2024-001452,P01022,T09,KR009,Toko,1,3260000,6.7,310000
2024-06-29,ORD-2024-001500,P00802,T13,SF023,Online,1,7750000,3.9,590000
2024-06-29,ORD-2024-001535,P00851,T12,DK030,Toko,1,930000,0.0,
2024-06-29,ORD-2024-001536,P02611,T13,DK030,Online,1,930000,13.0,580000
2024-06-29,ORD-2024-001539,P00358,T08,DK004,Toko,1,1240000,0.0,
2024-06-29,ORD-2024-001551,P02498,T07,PC008,Toko,1,1830000,14.6,
2024-06-30,ORD-2024-001367,P00445,T06,DK014,Marketplace,1,890000,8.9,140000
2024-06-30,ORD-2024-001385,P02110,T07,KS002,Marketplace,1,6150000,9.0,310000
2024-06-30,ORD-2024-001447,P01913,T13,DK038,Online,3,530000,9.0,150000
2024-06-30,ORD-2024-001467,P02351,T13,SF034,Online,3,13040000,5.4,460000
2024-06-30,ORD-2024-001472,P00355,T04,PD008,Toko,2,970000,11.2,
2024-06-30,ORD-2024-001512,P01635,T05,KR041,Toko,1,1620000,23.4,
2024-06-30,ORD-2024-001512,P01635,T05,KS022,Toko,1,13060000,8.8,
2024-06-30,ORD-2024-001521,P00200,T13,PD022,Online,1,520000,5.8,370000
2024-06-30,ORD-2024-001570,P00904,T13,KR046,Online,2,1210000,10.8,150000
2024-06-30,ORD-2024-001570,P00904,T13,MJ008,Online,1,3030000,16.5,80000
2024-06-30,ORD-2024-001586,P03219,T06,PD002,Marketplace,1,1150000,7.6,170000
2024-06-30,ORD-2024-001586,P03219,T06,DK034,Marketplace,1,830000,8.1,240000
2024-07-01,ORD-2024-001639,P03001,T13,PD006,Online,2,970000,8.0,230000
2024-07-01,ORD-2024-001639,P03001,T13,PC009,Online,1,1490000,5.8,260000
2024-07-01,ORD-2024-001665,P02805,T10,DK033,Toko,1,220000,0.0,
2024-07-01,ORD-2024-001665,P02805,T10,PD017,Toko,1,2370000,8.5,
2024-07-01,ORD-2024-001672,P02772,T12,DK005,Toko,1,430000,13.3,340000
2024-07-01,ORD-2024-001681,,T03,DK007,Toko,1,900000,7.5,
2024-07-01,ORD-2024-001681,,T03,LM017,Toko,1,16390000,7.7,
2024-07-01,ORD-2024-001702,P02573,T06,MJ011,Toko,1,6920000,9.2,
2024-07-01,ORD-2024-001705,P00532,T03,MJ018,Marketplace,2,3700000,8.0,540000
2024-07-01,ORD-2024-001753,P02825,T13,PC032,Online,1,470000,9.6,400000
2024-07-01,ORD-2024-001753,P02825,T13,KR006,Online,4,3040000,12.8,340000
2024-07-01,ORD-2024-001787,,T08,DK018,Toko,1,1000000,6.6,
2024-07-01,ORD-2024-001787,,T08,PC024,Toko,1,850000,8.0,
2024-07-01,ORD-2024-001836,P00978,T03,MJ015,Marketplace,1,2920000,9.9,480000
2024-07-01,ORD-2024-001848,P02085,T13,DK030,Online,1,930000,12.2,260000
2024-07-01,ORD-2024-001884,P02598,T13,PD015,Online,3,750000,9.3,380000
2024-07-01,ORD-2024-001886,P00514,T11,SF040,Marketplace,1,5750000,0.0,120000
2024-07-01,ORD-2024-001886,P00514,T11,DK016,Marketplace,3,730000,3.3,320000
2024-07-02,ORD-2024-001633,P01271,T13,PC031,Online,1,1660000,15.4,250000
2024-07-02,ORD-2024-001668,P01437,T10,SF025,Toko,1,5340000,12.0,
2024-07-02,ORD-2024-001677,P02375,T13,SF017,Online,1,8850000,14.5,
2024-07-02,ORD-2024-001739,P00781,T13,MJ007,Online,4,5590000,12.5,360000
2024-07-02,ORD-2024-001739,P00781,T13,MJ024,Online,1,3010000,14.4,200000
2024-07-02,ORD-2024-001882,P01725,T05,PC028,Toko,3,2190000,0.0,
2024-07-02,ORD-2024-001882,P01725,T05,PC032,Toko,1,470000,8.9,
2024-07-03,ORD-2024-001637,P03369,T06,DK022,Marketplace,1,550000,0.0,110000
2024-07-03,ORD-2024-001660,P03037,T11,PC009,Toko,1,1490000,10.5,
2024-07-03,ORD-2024-001684,P03253,T09,PD020,Marketplace,1,920000,15.4,410000
2024-07-03,ORD-2024-001734,P00484,T13,LM001,Online,2,6680000,13.9,
2024-07-03,ORD-2024-001734,P00484,T13,LM028,Online,2,6300000,12.0,490000
2024-07-03,ORD-2024-001772,P01871,T05,MJ026,Toko,1,3480000,13.9,80000
2024-07-03,ORD-2024-001772,P01871,T05,PC008,Toko,1,1830000,13.0,
2024-07-03,ORD-2024-001772,P01871,T05,MJ035,Toko,2,5190000,0.0,
2024-07-03,ORD-2024-001814,P00242,T03,PC001,Marketplace,1,1430000,15.0,590000
2024-07-04,ORD-2024-001659,P02342,T13,PD020,Online,2,920000,0.0,530000
2024-07-04,ORD-2024-001680,P03367,T02,LM032,Toko,1,4960000,6.7,
2024-07-04,ORD-2024-001683,P03188,T13,DK029,Online,2,500000,11.7,170000
2024-07-04,ORD-2024-001693,P03182,T12,LM039,Marketplace,2,7740000,0.0,260000
2024-07-04,ORD-2024-001706,P03136,T04,SF025,Toko,1,5340000,3.7,
2024-07-04,ORD-2024-001769,P03122,T06,PD014,Toko,2,1590000,12.2,
2024-07-04,ORD-2024-001837,P01509,T10,SF038,Marketplace,1,6260000,11.8,150000
2024-07-04,ORD-2024-001866,P00102,T13,KR011,Online,1,1570000,4.8,80000
2024-07-04,ORD-2024-001875,P02130,T01,DK033,Toko,2,220000,0.0,
2024-07-04,ORD-2024-001875,P02130,T01,LM037,Toko,2,3800000,5.9,
2024-07-04,ORD-2024-001875,P02130,T01,MJ021,Toko,1,2560000,24.7,
2024-07-04,ORD-2024-001890,P03126,T13,LM040,Online,2,9610000,0.0,560000
2024-07-04,ORD-2024-001890,P03126,T13,PC002,Online,2,1740000,10.1,230000
2024-07-04,ORD-2024-001890,P03126,T13,PC022,Online,1,3000000,8.0,250000
2024-07-05,ORD-2024-001636,P01812,T02,DK005,Toko,1,430000,9.8,
2024-07-05,ORD-2024-001689,P01289,T13,SF028,Online,1,6980000,8.7,130000
2024-07-05,ORD-2024-001689,P01289,T13,DK043,Online,1,760000,14.4,210000
